,uid,time_to_play,active_time,high_level,predictions,days_to_churn,warning
5152,w6x9ObYYsMYvfgqJ8GeExSehKK12,5.9,5715.4400000000005,24.0,True,5 days 11:49:22.778958,"this player play time is only 0.75% of average, skill is 53.74252294701958% of average, churn level is 7531.48"
5164,wCSYO4wf1nYuDErCdMFNgcDPkrS2,1.33,4885.650000000001,2.0,True,7 days 20:54:54.778958,"this player play time is only 0.2% of average, skill is 8.313458384768664% of average, churn level is 6731.39"
5166,wCiKP6cdNFgqGxHZaCYEUQDLs9r2,0.0,9279.47,0.0,True,4 days 15:00:00.778958,player does not play!
5184,wSXY3MrQ8YMzh4NchEmUWmy5SO43,0.0,9993.449999999999,0.0,True,6 days 07:00:51.778958,player does not play!
5204,wjTFSlrPUVRkonxu4HUbmz5rRYe2,15.77,8690.51,14.0,True,5 days 09:21:12.779955,"this player play time is only 1.31% of average, churn level is 1265.99"
5212,woDa9FydUPZtM9ZGLd70rGvyOl93,2.9,7932.67,19.0,True,4 days 13:45:05.779955,"this player play time is only 0.26% of average, churn level is 1968.59"
5245,xA36p0dxLUPZ7ewhrxYGmPU7tf93,3.18,8967.630000000001,38.0,True,4 days 18:06:17.779955,"this player play time is only 0.26% of average, churn level is 10153.52"
5251,xCHXOpOmKtRpfsbKHDPyxPyORcl1,0.0,5607.05,0.0,True,7 days 10:56:00.779955,player does not play!
5252,xCYAf7Kh3vYbG4uLkvxuP8zPQqB3,0.0,5432.89,0.0,True,6 days 10:01:47.779955,player does not play!
5256,xELVpdzS9SZSffHZkDwZ1cWh0yG2,19.59,6891.66,864.0,True,5 days 17:10:10.779955,"this player play time is only 2.05% of average, churn level is 1526.21"
5259,xG2ue3jg5UbCZtXAzOFbhbgJ5H03,1.6,7921.26,19.0,True,4 days 19:03:43.779955,"this player play time is only 0.15% of average, churn level is 863.06"
5260,xGy2XMAicFORnajwLApBaS0sFar2,5.17,10115.04,37.0,True,4 days 13:37:52.779955,"this player play time is only 0.37% of average, churn level is 8312.12"
5264,xJzM7nvJFeTmv51YS3XzSCPMAXk1,0.83,7798.78,8.0,True,4 days 23:02:26.779955,"this player play time is only 0.08% of average, skill is 39.54576041975887% of average, churn level is 6945.16"
5272,xMoY0Bl24ehPIVol90oAWzrlV8l2,0.0,6595.21,0.0,True,7 days 10:03:56.779955,player does not play!
5285,xUP2lrjVoXUxVrXa34vtRIIC8ha2,0.0,9950.24,0.0,True,7 days 21:33:06.780953,player does not play!
5287,xW0Olw4wfJRZPYE5yov2w55LAy52,0.0,6089.25,0.0,True,6 days 13:57:20.780953,player does not play!
5288,xX6uzOUcXsVXVyOhZEwSTs9DKmF3,4.34,6196.33,42.0,True,4 days 15:53:59.780953,"this player play time is only 0.51% of average, churn level is 4853.54"
5310,xmO7rX1CILZtDRUQd6Z2seAvMT23,0.0,4357.299999999999,0.0,True,5 days 23:27:31.780953,player does not play!
5331,y5AuT4OLBtOt6sinXHTfuUP91wf2,0.0,4600.24,0.0,True,7 days 00:14:21.780953,player does not play!
5345,yDOBJFkjngebQitWXnEYoMHbbdg1,2.22,6106.24,17.0,True,7 days 11:14:42.780953,"this player play time is only 0.26% of average, churn level is 1254.78"
5346,yEIxsO0zhAgUQLn7Wr46UaJQaVq2,0.0,7973.0599999999995,0.0,True,7 days 04:28:43.780953,player does not play!
5349,yFr9ZqgJ5ReT0FmYsQXb9zUZqo13,0.0,5820.91,0.0,True,7 days 01:58:51.780953,player does not play!
5352,yHqyF3iprmVs5PPKVb06JzRDxSm1,0.0,5746.31,0.0,True,6 days 14:21:52.780953,player does not play!
5369,yVfFvuIu2cO6dwYjNjzUDPGCNLs2,0.0,7351.1900000000005,0.0,True,6 days 07:31:03.781950,player does not play!
5373,yXiYrodTH4OhzKa2sz8dfbFhueP2,0.0,4496.52,0.0,True,5 days 10:49:50.781950,player does not play!
5375,yaPbWeafFUWNjF7t8XPL6zFmqlT2,0.0,4396.950000000001,0.0,True,5 days 22:07:57.781950,player does not play!
5386,yei7Ky5lqaZmvLqjXFfuvpul1ms2,0.0,6191.049999999999,0.0,True,5 days 05:17:06.781950,player does not play!
5393,yhisLB0ZrhU5rMVLmOdt8yWT6nI3,0.0,8641.11,0.0,True,6 days 14:45:59.781950,player does not play!
5399,ylTEMstrN1aBHOdXVY6Flc8a8xW2,0.0,4553.86,0.0,True,4 days 21:18:21.781950,player does not play!
5419,yy6wds61rTbHA4Zdj7r8KUUD5Uh2,3.17,7911.299999999999,14.0,True,5 days 23:59:15.781950,"this player play time is only 0.29% of average, churn level is 9479.3"
5422,yz41082LOqVhjb8AhmUlWlqCwEN2,0.0,6103.88,0.0,True,8 days 09:22:38.781950,player does not play!
5434,z92FkW8WaAcogrz4LiG91nWrqTt1,13.1,7070.9,6.0,True,4 days 22:40:29.782947,"this player play time is only 1.34% of average, skill is 27.22882391592132% of average, churn level is 652.0"
5439,zBTFv8yTc3VLooIJLrJcntbRoml2,4.37,8884.58,32.0,True,4 days 22:43:07.782947,"this player play time is only 0.36% of average, churn level is 2738.29"
5454,zQKKPN6BdsQn8nO3QgegDiDl4BH3,0.0,9478.64,0.0,True,4 days 14:33:56.782947,player does not play!
5459,zSYIi8FqY5cGmXJmfCZHawQ0YeJ2,0.0,4300.580000000001,0.0,True,8 days 10:14:58.782947,player does not play!
5466,zYXzaHnff9NSWv7jh0tC3NJuvqL2,0.0,8650.300000000001,0.0,True,8 days 03:07:02.782947,player does not play!
5478,zkfQF1GJdlcuSWMGFBP04zJ13oq1,0.0,4248.18,0.0,True,7 days 05:59:22.782947,player does not play!
5480,zlt8vJXYhFeYjj196i0VYhOX86i2,0.0,8183.990000000001,0.0,True,6 days 03:23:39.782947,player does not play!
5486,zrMFXxjZ8LNufUSvhcbGfECxPSw1,0.0,8692.099999999999,0.0,True,5 days 06:50:56.782947,player does not play!
5498,zxAPdjkPnhVSyaj76wWEom0zVvC2,88.3,6708.63,129.0,True,5 days 03:26:18.782947,"this player play time is only 9.52% of average, churn level is 279.07"
5500,zxhS5ZiEUOZVH8KfGblgkqV74qs2,0.0,4862.3,0.0,True,8 days 00:20:09.782947,player does not play!
